,Code,Measure,Gender,Race,Race_type,Location,Location_type,Income,Income_type,Time,Time_type,Value
4,M_EBACC,%age passed English Baccalaureate,Male,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,x
5,M_EBACC,%age passed English Baccalaureate,Male,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,23.6
6,M_EBACC,%age passed English Baccalaureate,Male,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,21.8
7,M_EBACC,%age passed English Baccalaureate,Male,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,13.4
8,M_EBACC,%age passed English Baccalaureate,Male,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,20.5
9,M_EBACC,%age passed English Baccalaureate,Male,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,29.5
10,M_EBACC,%age passed English Baccalaureate,Male,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,24.8
11,M_EBACC,%age passed English Baccalaureate,Male,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,24.9
12,M_EBACC,%age passed English Baccalaureate,Male,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,34.6
13,M_EBACC,%age passed English Baccalaureate,Male,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,16.7
14,M_EBACC,%age passed English Baccalaureate,Male,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,23.1
15,M_EBACC,%age passed English Baccalaureate,Male,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,43.9
16,M_EBACC,%age passed English Baccalaureate,Male,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,30.3
17,M_EBACC,%age passed English Baccalaureate,Male,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,16.3
18,M_EBACC,%age passed English Baccalaureate,Male,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,9.6
19,M_EBACC,%age passed English Baccalaureate,Male,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,19.4
20,M_EBACC,%age passed English Baccalaureate,Male,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,14
21,M_EBACC,%age passed English Baccalaureate,Male,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,26.3
22,M_EBACC,%age passed English Baccalaureate,Male,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,16.6
23,M_EBACC,%age passed English Baccalaureate,Male,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,43.9
24,M_EBACC,%age passed English Baccalaureate,Male,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,26.3
25,M_EBACC,%age passed English Baccalaureate,Male,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,16.6
26,M_EBACC,%age passed English Baccalaureate,Male,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,19.6
0,M_NOT_ENTANY,%age not entered for any GCSEs,Male,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,2.1
1,M_NOT_ENTANY,%age not entered for any GCSEs,Male,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.1
2,M_NOT_ENTANY,%age not entered for any GCSEs,Male,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.9
3,M_NOT_ENTANY,%age not entered for any GCSEs,Male,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,13.4
4,M_NOT_ENTANY,%age not entered for any GCSEs,Male,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,10.5
5,M_NOT_ENTANY,%age not entered for any GCSEs,Male,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.0
6,M_NOT_ENTANY,%age not entered for any GCSEs,Male,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,2.0
7,M_NOT_ENTANY,%age not entered for any GCSEs,Male,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.2
8,M_NOT_ENTANY,%age not entered for any GCSEs,Male,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.0
9,M_NOT_ENTANY,%age not entered for any GCSEs,Male,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.5
10,M_NOT_ENTANY,%age not entered for any GCSEs,Male,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.3
11,M_NOT_ENTANY,%age not entered for any GCSEs,Male,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,1.8
12,M_NOT_ENTANY,%age not entered for any GCSEs,Male,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.4
13,M_NOT_ENTANY,%age not entered for any GCSEs,Male,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.9
14,M_NOT_ENTANY,%age not entered for any GCSEs,Male,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.6
15,M_NOT_ENTANY,%age not entered for any GCSEs,Male,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,0.8
16,M_NOT_ENTANY,%age not entered for any GCSEs,Male,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.6
17,M_NOT_ENTANY,%age not entered for any GCSEs,Male,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,2.5
18,M_NOT_ENTANY,%age not entered for any GCSEs,Male,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.6
19,M_NOT_ENTANY,%age not entered for any GCSEs,Male,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.2
20,M_NOT_ENTANY,%age not entered for any GCSEs,Male,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3.8
21,M_NOT_ENTANY,%age not entered for any GCSEs,Male,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3.1
22,M_NOT_ENTANY,%age not entered for any GCSEs,Male,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,7.4
23,M_NOT_ENTANY,%age not entered for any GCSEs,Male,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,0.8
24,M_NOT_ENTANY,%age not entered for any GCSEs,Male,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,3.1
25,M_NOT_ENTANY,%age not entered for any GCSEs,Male,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,7.4
26,M_NOT_ENTANY,%age not entered for any GCSEs,Male,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,2.2
0,M_ENTANY,%age entered for any GCSEs,Male,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,97.9
1,M_ENTANY,%age entered for any GCSEs,Male,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.9
2,M_ENTANY,%age entered for any GCSEs,Male,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.1
3,M_ENTANY,%age entered for any GCSEs,Male,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,86.6
4,M_ENTANY,%age entered for any GCSEs,Male,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,89.5
5,M_ENTANY,%age entered for any GCSEs,Male,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.0
6,M_ENTANY,%age entered for any GCSEs,Male,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.0
7,M_ENTANY,%age entered for any GCSEs,Male,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.8
8,M_ENTANY,%age entered for any GCSEs,Male,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.0
9,M_ENTANY,%age entered for any GCSEs,Male,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.5
10,M_ENTANY,%age entered for any GCSEs,Male,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.7
11,M_ENTANY,%age entered for any GCSEs,Male,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.2
12,M_ENTANY,%age entered for any GCSEs,Male,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.6
13,M_ENTANY,%age entered for any GCSEs,Male,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.1
14,M_ENTANY,%age entered for any GCSEs,Male,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.4
15,M_ENTANY,%age entered for any GCSEs,Male,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,99.2
16,M_ENTANY,%age entered for any GCSEs,Male,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.4
17,M_ENTANY,%age entered for any GCSEs,Male,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,97.5
18,M_ENTANY,%age entered for any GCSEs,Male,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.4
19,M_ENTANY,%age entered for any GCSEs,Male,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.8
20,M_ENTANY,%age entered for any GCSEs,Male,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,96.2
21,M_ENTANY,%age entered for any GCSEs,Male,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,96.9
22,M_ENTANY,%age entered for any GCSEs,Male,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,92.6
23,M_ENTANY,%age entered for any GCSEs,Male,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,99.2
24,M_ENTANY,%age entered for any GCSEs,Male,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,96.9
25,M_ENTANY,%age entered for any GCSEs,Male,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,92.6
26,M_ENTANY,%age entered for any GCSEs,Male,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,97.8
0,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,2.5
1,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.4
2,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.6
3,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,13.4
4,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,18.2
5,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.5
6,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,2.5
7,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.9
8,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.3
9,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.6
10,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.7
11,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,2.0
12,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.5
13,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.1
14,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.7
15,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,0.8
16,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.8
17,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,2.7
18,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3.0
19,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.3
20,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,4.0
21,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3.7
22,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,8.2
23,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,0.8
24,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,3.7
25,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,8.2
26,M_NOT_ANYPASS,%age didn't pass any GCSEs,Male,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,2.5
0,M_ANYPASS,%age passed at least 1 GCSE,Male,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,97.5
1,M_ANYPASS,%age passed at least 1 GCSE,Male,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.6
2,M_ANYPASS,%age passed at least 1 GCSE,Male,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.4
3,M_ANYPASS,%age passed at least 1 GCSE,Male,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,86.6
4,M_ANYPASS,%age passed at least 1 GCSE,Male,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,81.8
5,M_ANYPASS,%age passed at least 1 GCSE,Male,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.5
6,M_ANYPASS,%age passed at least 1 GCSE,Male,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,97.5
7,M_ANYPASS,%age passed at least 1 GCSE,Male,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.1
8,M_ANYPASS,%age passed at least 1 GCSE,Male,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.7
9,M_ANYPASS,%age passed at least 1 GCSE,Male,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.4
10,M_ANYPASS,%age passed at least 1 GCSE,Male,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.3
11,M_ANYPASS,%age passed at least 1 GCSE,Male,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.0
12,M_ANYPASS,%age passed at least 1 GCSE,Male,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.5
13,M_ANYPASS,%age passed at least 1 GCSE,Male,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.9
14,M_ANYPASS,%age passed at least 1 GCSE,Male,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.3
15,M_ANYPASS,%age passed at least 1 GCSE,Male,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,99.2
16,M_ANYPASS,%age passed at least 1 GCSE,Male,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.2
17,M_ANYPASS,%age passed at least 1 GCSE,Male,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,97.3
18,M_ANYPASS,%age passed at least 1 GCSE,Male,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.0
19,M_ANYPASS,%age passed at least 1 GCSE,Male,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.7
20,M_ANYPASS,%age passed at least 1 GCSE,Male,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,96.0
21,M_ANYPASS,%age passed at least 1 GCSE,Male,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,96.3
22,M_ANYPASS,%age passed at least 1 GCSE,Male,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,91.8
23,M_ANYPASS,%age passed at least 1 GCSE,Male,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,99.2
24,M_ANYPASS,%age passed at least 1 GCSE,Male,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,96.3
25,M_ANYPASS,%age passed at least 1 GCSE,Male,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,91.8
26,M_ANYPASS,%age passed at least 1 GCSE,Male,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,97.5
0,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,3.9
1,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3.8
2,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3.5
3,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,19.4
4,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,27.0
5,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,5.0
6,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,3.8
7,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,4.5
8,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3.5
9,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.7
10,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,4.1
11,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,3.2
12,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.7
13,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3.3
14,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3.0
15,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.5
16,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,4.2
17,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,4.3
18,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,4.9
19,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3.7
20,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,6.0
21,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,5.9
22,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,12.8
23,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,2.5
24,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,5.9
25,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,12.8
26,M_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Male,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,4.0
0,M_ENTBASICS,%age entered for GCSE English and Maths,Male,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,96.1
1,M_ENTBASICS,%age entered for GCSE English and Maths,Male,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,96.2
2,M_ENTBASICS,%age entered for GCSE English and Maths,Male,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,96.5
3,M_ENTBASICS,%age entered for GCSE English and Maths,Male,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,80.6
4,M_ENTBASICS,%age entered for GCSE English and Maths,Male,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,73.0
5,M_ENTBASICS,%age entered for GCSE English and Maths,Male,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,95.0
6,M_ENTBASICS,%age entered for GCSE English and Maths,Male,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,96.2
7,M_ENTBASICS,%age entered for GCSE English and Maths,Male,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,95.5
8,M_ENTBASICS,%age entered for GCSE English and Maths,Male,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,96.5
9,M_ENTBASICS,%age entered for GCSE English and Maths,Male,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.3
10,M_ENTBASICS,%age entered for GCSE English and Maths,Male,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,95.9
11,M_ENTBASICS,%age entered for GCSE English and Maths,Male,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,96.8
12,M_ENTBASICS,%age entered for GCSE English and Maths,Male,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.3
13,M_ENTBASICS,%age entered for GCSE English and Maths,Male,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,96.7
14,M_ENTBASICS,%age entered for GCSE English and Maths,Male,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.0
15,M_ENTBASICS,%age entered for GCSE English and Maths,Male,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.5
16,M_ENTBASICS,%age entered for GCSE English and Maths,Male,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,95.8
17,M_ENTBASICS,%age entered for GCSE English and Maths,Male,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,95.7
18,M_ENTBASICS,%age entered for GCSE English and Maths,Male,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,95.1
19,M_ENTBASICS,%age entered for GCSE English and Maths,Male,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,96.3
20,M_ENTBASICS,%age entered for GCSE English and Maths,Male,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,94.0
21,M_ENTBASICS,%age entered for GCSE English and Maths,Male,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,94.1
22,M_ENTBASICS,%age entered for GCSE English and Maths,Male,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,87.2
23,M_ENTBASICS,%age entered for GCSE English and Maths,Male,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,97.5
24,M_ENTBASICS,%age entered for GCSE English and Maths,Male,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,94.1
25,M_ENTBASICS,%age entered for GCSE English and Maths,Male,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,87.2
26,M_ENTBASICS,%age entered for GCSE English and Maths,Male,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,96.0
0,NATDEN,Total Pupils,,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,422763
1,NATDEN,Total Pupils,,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,395316
2,NATDEN,Total Pupils,,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1774
3,NATDEN,Total Pupils,,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,122
4,NATDEN,Total Pupils,,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1107
5,NATDEN,Total Pupils,,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,24444
6,NATDEN,Total Pupils,,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,22868
7,NATDEN,Total Pupils,,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,7160
8,NATDEN,Total Pupils,,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2687
9,NATDEN,Total Pupils,,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,5089
10,NATDEN,Total Pupils,,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,7932
11,NATDEN,Total Pupils,,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,51218
12,NATDEN,Total Pupils,,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,14046
13,NATDEN,Total Pupils,,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,20434
14,NATDEN,Total Pupils,,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,8319
15,NATDEN,Total Pupils,,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2026
16,NATDEN,Total Pupils,,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,8419
17,NATDEN,Total Pupils,,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,27924
